image_file,ber,trial,num_bit_flips,bpp,psnr,niqe,lpips,error
7.png,1e-05,1,0,0.11053466796875,26.15186313347042,4.104211209783582,0.07659886032342911,
8.png,1e-05,1,0,0.11053466796875,19.124154995648784,3.9225137823857428,0.13257470726966858,
9.png,1e-05,1,0,0.11053466796875,26.614574663255798,5.258412577104175,0.06906329095363617,
10.png,1e-05,1,0,0.11053466796875,26.533976261304673,4.682344214885812,0.08811220526695251,
11.png,1e-05,1,0,0.11053466796875,22.386098019265646,2.596685989154391,0.16309206187725067,
12.png,1e-05,1,0,0.11053466796875,26.934383908229837,3.693520438997278,0.10681234300136566,
13.png,1e-05,1,0,0.11053466796875,18.32186696246182,2.4941577992093404,0.27861279249191284,
14.png,1e-05,1,0,0.11053466796875,20.85323522391265,2.6163464179175895,0.18642757833003998,
15.png,1e-05,1,0,0.11053466796875,25.561823023682745,3.8257528769755287,0.11330317705869675,
16.png,1e-05,1,0,0.11053466796875,25.606893079176203,3.509479936605047,0.11807218939065933,
17.png,1e-05,1,0,0.11053466796875,23.894531232514737,3.385777867095444,0.14999957382678986,
18.png,1e-05,1,0,0.11053466796875,21.489212607438596,2.715882296161835,0.179530531167984,
19.png,1e-05,1,0,0.11053466796875,24.0815979348333,3.8791757496644745,0.09453152865171432,
20.png,1e-05,1,0,0.11053466796875,25.65503966991804,3.78438731081133,0.06384965777397156,
21.png,1e-05,1,0,0.11053466796875,22.467629560795537,3.176774099932516,0.13228756189346313,
22.png,1e-05,1,0,0.11053466796875,24.40909669382706,2.8722093214901205,0.14960342645645142,
23.png,1e-05,1,0,0.11053466796875,25.73843102438971,4.512098563062335,0.07286802679300308,
24.png,1e-05,1,0,0.11053466796875,21.76246280393245,2.8715300460377335,0.15251801908016205,
1.png,1e-05,2,0,0.11053466796875,21.473497747949697,3.2364066009139254,0.16638870537281036,
2.png,1e-05,2,0,0.11053466796875,26.359401861319984,3.8600467804150043,0.13993801176548004,
3.png,1e-05,2,0,0.11053466796875,28.569566355462428,5.0267459920666795,0.06740429997444153,
4.png,1e-05,2,0,0.11053466796875,27.22963952359229,3.768313230588117,0.10865086317062378,
5.png,1e-05,2,0,0.11053466796875,19.0928440462832,3.8458657060370856,0.16153113543987274,
6.png,1e-05,2,0,0.11053466796875,22.429432026116412,3.2091815693541537,0.13403061032295227,
7.png,1e-05,2,0,0.11053466796875,26.15186313347042,4.104211209783582,0.07659886032342911,
8.png,1e-05,2,0,0.11053466796875,19.124154995648784,3.9225137823857428,0.13257470726966858,
9.png,1e-05,2,0,0.11053466796875,26.614574663255798,5.258412577104175,0.06906329095363617,
10.png,1e-05,2,0,0.11053466796875,26.533976261304673,4.682344214885812,0.08811220526695251,
11.png,1e-05,2,0,0.11053466796875,22.386098019265646,2.596685989154391,0.16309206187725067,
12.png,1e-05,2,0,0.11053466796875,26.934383908229837,3.693520438997278,0.10681234300136566,
13.png,1e-05,2,0,0.11053466796875,18.32186696246182,2.4941577992093404,0.27861279249191284,
14.png,1e-05,2,0,0.11053466796875,20.85323522391265,2.6163464179175895,0.18642757833003998,
15.png,1e-05,2,0,0.11053466796875,25.561823023682745,3.8257528769755287,0.11330317705869675,
16.png,1e-05,2,0,0.11053466796875,25.606893079176203,3.509479936605047,0.11807218939065933,
17.png,1e-05,2,0,0.11053466796875,23.894531232514737,3.385777867095444,0.14999957382678986,
18.png,1e-05,2,0,0.11053466796875,21.489212607438596,2.715882296161835,0.179530531167984,
19.png,1e-05,2,0,0.11053466796875,24.0815979348333,3.8791757496644745,0.09453152865171432,
20.png,1e-05,2,0,0.11053466796875,25.65503966991804,3.78438731081133,0.06384965777397156,
21.png,1e-05,2,0,0.11053466796875,22.467629560795537,3.176774099932516,0.13228756189346313,
22.png,1e-05,2,0,0.11053466796875,24.40909669382706,2.8722093214901205,0.14960342645645142,
23.png,1e-05,2,0,0.11053466796875,25.73843102438971,4.512098563062335,0.07286802679300308,
24.png,1e-05,2,0,0.11053466796875,21.76246280393245,2.8715300460377335,0.15251801908016205,
1.png,1e-05,3,0,0.11053466796875,21.473497747949697,3.2364066009139254,0.16638870537281036,
2.png,1e-05,3,0,0.11053466796875,26.359401861319984,3.8600467804150043,0.13993801176548004,
3.png,1e-05,3,0,0.11053466796875,28.569566355462428,5.0267459920666795,0.06740429997444153,
4.png,1e-05,3,0,0.11053466796875,27.22963952359229,3.768313230588117,0.10865086317062378,
5.png,1e-05,3,0,0.11053466796875,19.0928440462832,3.8458657060370856,0.16153113543987274,
6.png,1e-05,3,0,0.11053466796875,22.429432026116412,3.2091815693541537,0.13403061032295227,
7.png,1e-05,3,0,0.11053466796875,26.15186313347042,4.104211209783582,0.07659886032342911,
8.png,1e-05,3,0,0.11053466796875,19.124154995648784,3.9225137823857428,0.13257470726966858,
9.png,1e-05,3,0,0.11053466796875,26.614574663255798,5.258412577104175,0.06906329095363617,
10.png,1e-05,3,0,0.11053466796875,26.533976261304673,4.682344214885812,0.08811220526695251,
11.png,1e-05,3,0,0.11053466796875,22.386098019265646,2.596685989154391,0.16309206187725067,
12.png,1e-05,3,0,0.11053466796875,26.934383908229837,3.693520438997278,0.10681234300136566,
13.png,1e-05,3,0,0.11053466796875,18.32186696246182,2.4941577992093404,0.27861279249191284,
14.png,1e-05,3,0,0.11053466796875,20.85323522391265,2.6163464179175895,0.18642757833003998,
15.png,1e-05,3,0,0.11053466796875,25.561823023682745,3.8257528769755287,0.11330317705869675,
16.png,1e-05,3,0,0.11053466796875,25.606893079176203,3.509479936605047,0.11807218939065933,
17.png,1e-05,3,0,0.11053466796875,23.894531232514737,3.385777867095444,0.14999957382678986,
18.png,1e-05,3,0,0.11053466796875,21.489212607438596,2.715882296161835,0.179530531167984,
19.png,1e-05,3,0,0.11053466796875,24.0815979348333,3.8791757496644745,0.09453152865171432,
20.png,1e-05,3,0,0.11053466796875,25.65503966991804,3.78438731081133,0.06384965777397156,
21.png,1e-05,3,0,0.11053466796875,22.467629560795537,3.176774099932516,0.13228756189346313,
22.png,1e-05,3,0,0.11053466796875,24.40909669382706,2.8722093214901205,0.14960342645645142,
23.png,1e-05,3,0,0.11053466796875,25.73843102438971,4.512098563062335,0.07286802679300308,
24.png,1e-05,3,0,0.11053466796875,21.76246280393245,2.8715300460377335,0.15251801908016205,
1.png,1e-05,4,0,0.11053466796875,21.473497747949697,3.2364066009139254,0.16638870537281036,
2.png,1e-05,4,0,0.11053466796875,26.359401861319984,3.8600467804150043,0.13993801176548004,
3.png,1e-05,4,0,0.11053466796875,28.569566355462428,5.0267459920666795,0.06740429997444153,
4.png,1e-05,4,0,0.11053466796875,27.22963952359229,3.768313230588117,0.10865086317062378,
5.png,1e-05,4,0,0.11053466796875,19.0928440462832,3.8458657060370856,0.16153113543987274,
6.png,1e-05,4,0,0.11053466796875,22.429432026116412,3.2091815693541537,0.13403061032295227,
7.png,1e-05,4,0,0.11053466796875,26.15186313347042,4.104211209783582,0.07659886032342911,
8.png,1e-05,4,0,0.11053466796875,19.124154995648784,3.9225137823857428,0.13257470726966858,
9.png,1e-05,4,0,0.11053466796875,26.614574663255798,5.258412577104175,0.06906329095363617,
10.png,1e-05,4,0,0.11053466796875,26.533976261304673,4.682344214885812,0.08811220526695251,
11.png,1e-05,4,0,0.11053466796875,22.386098019265646,2.596685989154391,0.16309206187725067,
12.png,1e-05,4,0,0.11053466796875,26.934383908229837,3.693520438997278,0.10681234300136566,
13.png,1e-05,4,0,0.11053466796875,18.32186696246182,2.4941577992093404,0.27861279249191284,
14.png,1e-05,4,0,0.11053466796875,20.85323522391265,2.6163464179175895,0.18642757833003998,
15.png,1e-05,4,0,0.11053466796875,25.561823023682745,3.8257528769755287,0.11330317705869675,
16.png,1e-05,4,0,0.11053466796875,25.606893079176203,3.509479936605047,0.11807218939065933,
17.png,1e-05,4,0,0.11053466796875,23.894531232514737,3.385777867095444,0.14999957382678986,
18.png,1e-05,4,0,0.11053466796875,21.489212607438596,2.715882296161835,0.179530531167984,
19.png,1e-05,4,0,0.11053466796875,24.0815979348333,3.8791757496644745,0.09453152865171432,
20.png,1e-05,4,0,0.11053466796875,25.65503966991804,3.78438731081133,0.06384965777397156,
21.png,1e-05,4,0,0.11053466796875,22.467629560795537,3.176774099932516,0.13228756189346313,
22.png,1e-05,4,0,0.11053466796875,24.40909669382706,2.8722093214901205,0.14960342645645142,
23.png,1e-05,4,0,0.11053466796875,25.73843102438971,4.512098563062335,0.07286802679300308,
24.png,1e-05,4,0,0.11053466796875,21.76246280393245,2.8715300460377335,0.15251801908016205,
1.png,1e-05,5,0,0.11053466796875,21.473497747949697,3.2364066009139254,0.16638870537281036,
2.png,1e-05,5,0,0.11053466796875,26.359401861319984,3.8600467804150043,0.13993801176548004,
3.png,1e-05,5,0,0.11053466796875,28.569566355462428,5.0267459920666795,0.06740429997444153,
4.png,1e-05,5,0,0.11053466796875,27.22963952359229,3.768313230588117,0.10865086317062378,
5.png,1e-05,5,0,0.11053466796875,19.0928440462832,3.8458657060370856,0.16153113543987274,
6.png,1e-05,5,0,0.11053466796875,22.429432026116412,3.2091815693541537,0.13403061032295227,
7.png,1e-05,5,0,0.11053466796875,26.15186313347042,4.104211209783582,0.07659886032342911,
8.png,1e-05,5,0,0.11053466796875,19.124154995648784,3.9225137823857428,0.13257470726966858,
9.png,1e-05,5,0,0.11053466796875,26.614574663255798,5.258412577104175,0.06906329095363617,
10.png,1e-05,5,0,0.11053466796875,26.533976261304673,4.682344214885812,0.08811220526695251,
11.png,1e-05,5,0,0.11053466796875,22.386098019265646,2.596685989154391,0.16309206187725067,
12.png,1e-05,5,0,0.11053466796875,26.934383908229837,3.693520438997278,0.10681234300136566,
13.png,1e-05,5,0,0.11053466796875,18.32186696246182,2.4941577992093404,0.27861279249191284,
14.png,1e-05,5,0,0.11053466796875,20.85323522391265,2.6163464179175895,0.18642757833003998,
15.png,1e-05,5,0,0.11053466796875,25.561823023682745,3.8257528769755287,0.11330317705869675,
16.png,1e-05,5,0,0.11053466796875,25.606893079176203,3.509479936605047,0.11807218939065933,
17.png,1e-05,5,0,0.11053466796875,23.894531232514737,3.385777867095444,0.14999957382678986,
18.png,1e-05,5,0,0.11053466796875,21.489212607438596,2.715882296161835,0.179530531167984,
19.png,1e-05,5,0,0.11053466796875,24.0815979348333,3.8791757496644745,0.09453152865171432,
20.png,1e-05,5,0,0.11053466796875,25.65503966991804,3.78438731081133,0.06384965777397156,
21.png,1e-05,5,0,0.11053466796875,22.467629560795537,3.176774099932516,0.13228756189346313,
22.png,1e-05,5,0,0.11053466796875,24.40909669382706,2.8722093214901205,0.14960342645645142,
23.png,1e-05,5,0,0.11053466796875,25.73843102438971,4.512098563062335,0.07286802679300308,
24.png,1e-05,5,0,0.11053466796875,21.76246280393245,2.8715300460377335,0.15251801908016205,
1.png,1e-05,6,0,0.11053466796875,21.473497747949697,3.2364066009139254,0.16638870537281036,
2.png,1e-05,6,0,0.11053466796875,26.359401861319984,3.8600467804150043,0.13993801176548004,
3.png,1e-05,6,0,0.11053466796875,28.569566355462428,5.0267459920666795,0.06740429997444153,
4.png,1e-05,6,0,0.11053466796875,27.22963952359229,3.768313230588117,0.10865086317062378,
5.png,1e-05,6,0,0.11053466796875,19.0928440462832,3.8458657060370856,0.16153113543987274,
6.png,1e-05,6,0,0.11053466796875,22.429432026116412,3.2091815693541537,0.13403061032295227,
7.png,1e-05,6,0,0.11053466796875,26.15186313347042,4.104211209783582,0.07659886032342911,
8.png,1e-05,6,0,0.11053466796875,19.124154995648784,3.9225137823857428,0.13257470726966858,
9.png,1e-05,6,0,0.11053466796875,26.614574663255798,5.258412577104175,0.06906329095363617,
10.png,1e-05,6,0,0.11053466796875,26.533976261304673,4.682344214885812,0.08811220526695251,
11.png,1e-05,6,0,0.11053466796875,22.386098019265646,2.596685989154391,0.16309206187725067,
12.png,1e-05,6,0,0.11053466796875,26.934383908229837,3.693520438997278,0.10681234300136566,
13.png,1e-05,6,0,0.11053466796875,18.32186696246182,2.4941577992093404,0.27861279249191284,
14.png,1e-05,6,0,0.11053466796875,20.85323522391265,2.6163464179175895,0.18642757833003998,
15.png,1e-05,6,0,0.11053466796875,25.561823023682745,3.8257528769755287,0.11330317705869675,
16.png,1e-05,6,0,0.11053466796875,25.606893079176203,3.509479936605047,0.11807218939065933,
17.png,1e-05,6,0,0.11053466796875,23.894531232514737,3.385777867095444,0.14999957382678986,
18.png,1e-05,6,0,0.11053466796875,21.489212607438596,2.715882296161835,0.179530531167984,
19.png,1e-05,6,0,0.11053466796875,24.0815979348333,3.8791757496644745,0.09453152865171432,
20.png,1e-05,6,0,0.11053466796875,25.65503966991804,3.78438731081133,0.06384965777397156,
21.png,1e-05,6,0,0.11053466796875,22.467629560795537,3.176774099932516,0.13228756189346313,
22.png,1e-05,6,0,0.11053466796875,24.40909669382706,2.8722093214901205,0.14960342645645142,
23.png,1e-05,6,0,0.11053466796875,25.73843102438971,4.512098563062335,0.07286802679300308,
24.png,1e-05,6,0,0.11053466796875,21.76246280393245,2.8715300460377335,0.15251801908016205,
1.png,1e-05,7,0,0.11053466796875,21.473497747949697,3.2364066009139254,0.16638870537281036,
2.png,1e-05,7,0,0.11053466796875,26.359401861319984,3.8600467804150043,0.13993801176548004,
3.png,1e-05,7,0,0.11053466796875,28.569566355462428,5.0267459920666795,0.06740429997444153,
4.png,1e-05,7,0,0.11053466796875,27.22963952359229,3.768313230588117,0.10865086317062378,
5.png,1e-05,7,0,0.11053466796875,19.0928440462832,3.8458657060370856,0.16153113543987274,
6.png,1e-05,7,0,0.11053466796875,22.429432026116412,3.2091815693541537,0.13403061032295227,
7.png,1e-05,7,0,0.11053466796875,26.15186313347042,4.104211209783582,0.07659886032342911,
8.png,1e-05,7,0,0.11053466796875,19.124154995648784,3.9225137823857428,0.13257470726966858,
9.png,1e-05,7,0,0.11053466796875,26.614574663255798,5.258412577104175,0.06906329095363617,
10.png,1e-05,7,0,0.11053466796875,26.533976261304673,4.682344214885812,0.08811220526695251,
11.png,1e-05,7,0,0.11053466796875,22.386098019265646,2.596685989154391,0.16309206187725067,
12.png,1e-05,7,0,0.11053466796875,26.934383908229837,3.693520438997278,0.10681234300136566,
13.png,1e-05,7,0,0.11053466796875,18.32186696246182,2.4941577992093404,0.27861279249191284,
14.png,1e-05,7,0,0.11053466796875,20.85323522391265,2.6163464179175895,0.18642757833003998,
15.png,1e-05,7,0,0.11053466796875,25.561823023682745,3.8257528769755287,0.11330317705869675,
16.png,1e-05,7,0,0.11053466796875,25.606893079176203,3.509479936605047,0.11807218939065933,
17.png,1e-05,7,0,0.11053466796875,23.894531232514737,3.385777867095444,0.14999957382678986,
18.png,1e-05,7,0,0.11053466796875,21.489212607438596,2.715882296161835,0.179530531167984,
19.png,1e-05,7,0,0.11053466796875,24.0815979348333,3.8791757496644745,0.09453152865171432,
20.png,1e-05,7,0,0.11053466796875,25.65503966991804,3.78438731081133,0.06384965777397156,
21.png,1e-05,7,0,0.11053466796875,22.467629560795537,3.176774099932516,0.13228756189346313,
22.png,1e-05,7,0,0.11053466796875,24.40909669382706,2.8722093214901205,0.14960342645645142,
23.png,1e-05,7,0,0.11053466796875,25.73843102438971,4.512098563062335,0.07286802679300308,
24.png,1e-05,7,0,0.11053466796875,21.76246280393245,2.8715300460377335,0.15251801908016205,
1.png,1e-05,8,0,0.11053466796875,21.473497747949697,3.2364066009139254,0.16638870537281036,
2.png,1e-05,8,0,0.11053466796875,26.359401861319984,3.8600467804150043,0.13993801176548004,
3.png,1e-05,8,0,0.11053466796875,28.569566355462428,5.0267459920666795,0.06740429997444153,
4.png,1e-05,8,0,0.11053466796875,27.22963952359229,3.768313230588117,0.10865086317062378,
5.png,1e-05,8,0,0.11053466796875,19.0928440462832,3.8458657060370856,0.16153113543987274,
6.png,1e-05,8,0,0.11053466796875,22.429432026116412,3.2091815693541537,0.13403061032295227,
7.png,1e-05,8,0,0.11053466796875,26.15186313347042,4.104211209783582,0.07659886032342911,
8.png,1e-05,8,0,0.11053466796875,19.124154995648784,3.9225137823857428,0.13257470726966858,
9.png,1e-05,8,0,0.11053466796875,26.614574663255798,5.258412577104175,0.06906329095363617,
10.png,1e-05,8,0,0.11053466796875,26.533976261304673,4.682344214885812,0.08811220526695251,
11.png,1e-05,8,0,0.11053466796875,22.386098019265646,2.596685989154391,0.16309206187725067,
12.png,1e-05,8,0,0.11053466796875,26.934383908229837,3.693520438997278,0.10681234300136566,
13.png,1e-05,8,0,0.11053466796875,18.32186696246182,2.4941577992093404,0.27861279249191284,
14.png,1e-05,8,0,0.11053466796875,20.85323522391265,2.6163464179175895,0.18642757833003998,
15.png,1e-05,8,0,0.11053466796875,25.561823023682745,3.8257528769755287,0.11330317705869675,
16.png,1e-05,8,0,0.11053466796875,25.606893079176203,3.509479936605047,0.11807218939065933,
17.png,1e-05,8,0,0.11053466796875,23.894531232514737,3.385777867095444,0.14999957382678986,
18.png,1e-05,8,0,0.11053466796875,21.489212607438596,2.715882296161835,0.179530531167984,
19.png,1e-05,8,0,0.11053466796875,24.0815979348333,3.8791757496644745,0.09453152865171432,
20.png,1e-05,8,0,0.11053466796875,25.65503966991804,3.78438731081133,0.06384965777397156,
21.png,1e-05,8,0,0.11053466796875,22.467629560795537,3.176774099932516,0.13228756189346313,
22.png,1e-05,8,0,0.11053466796875,24.40909669382706,2.8722093214901205,0.14960342645645142,
23.png,1e-05,8,0,0.11053466796875,25.73843102438971,4.512098563062335,0.07286802679300308,
24.png,1e-05,8,0,0.11053466796875,21.76246280393245,2.8715300460377335,0.15251801908016205,
1.png,1e-05,9,0,0.11053466796875,21.473497747949697,3.2364066009139254,0.16638870537281036,
2.png,1e-05,9,0,0.11053466796875,26.359401861319984,3.8600467804150043,0.13993801176548004,
3.png,1e-05,9,0,0.11053466796875,28.569566355462428,5.0267459920666795,0.06740429997444153,
4.png,1e-05,9,0,0.11053466796875,27.22963952359229,3.768313230588117,0.10865086317062378,
5.png,1e-05,9,0,0.11053466796875,19.0928440462832,3.8458657060370856,0.16153113543987274,
6.png,1e-05,9,0,0.11053466796875,22.429432026116412,3.2091815693541537,0.13403061032295227,
7.png,1e-05,9,0,0.11053466796875,26.15186313347042,4.104211209783582,0.07659886032342911,
8.png,1e-05,9,0,0.11053466796875,19.124154995648784,3.9225137823857428,0.13257470726966858,
9.png,1e-05,9,0,0.11053466796875,26.614574663255798,5.258412577104175,0.06906329095363617,
10.png,1e-05,9,0,0.11053466796875,26.533976261304673,4.682344214885812,0.08811220526695251,
11.png,1e-05,9,0,0.11053466796875,22.386098019265646,2.596685989154391,0.16309206187725067,
12.png,1e-05,9,0,0.11053466796875,26.934383908229837,3.693520438997278,0.10681234300136566,
13.png,1e-05,9,0,0.11053466796875,18.32186696246182,2.4941577992093404,0.27861279249191284,
14.png,1e-05,9,0,0.11053466796875,20.85323522391265,2.6163464179175895,0.18642757833003998,
15.png,1e-05,9,0,0.11053466796875,25.561823023682745,3.8257528769755287,0.11330317705869675,
16.png,1e-05,9,0,0.11053466796875,25.606893079176203,3.509479936605047,0.11807218939065933,
17.png,1e-05,9,0,0.11053466796875,23.894531232514737,3.385777867095444,0.14999957382678986,
18.png,1e-05,9,0,0.11053466796875,21.489212607438596,2.715882296161835,0.179530531167984,
19.png,1e-05,9,0,0.11053466796875,24.0815979348333,3.8791757496644745,0.09453152865171432,
20.png,1e-05,9,0,0.11053466796875,25.65503966991804,3.78438731081133,0.06384965777397156,
21.png,1e-05,9,0,0.11053466796875,22.467629560795537,3.176774099932516,0.13228756189346313,
22.png,1e-05,9,0,0.11053466796875,24.40909669382706,2.8722093214901205,0.14960342645645142,
23.png,1e-05,9,0,0.11053466796875,25.73843102438971,4.512098563062335,0.07286802679300308,
24.png,1e-05,9,0,0.11053466796875,21.76246280393245,2.8715300460377335,0.15251801908016205,
1.png,0.0001,0,6,0.11053466796875,17.800813515902448,5.268541198499174,0.40784120559692383,
2.png,0.0001,0,6,0.11053466796875,22.93968804781023,3.676881246546885,0.3288514316082001,
3.png,0.0001,0,6,0.11053466796875,21.72773788543187,6.403969738175152,0.2626183032989502,
4.png,0.0001,0,6,0.11053466796875,18.152269671415656,4.558392581102297,0.5355767011642456,
5.png,0.0001,0,6,0.11053466796875,15.543036136612372,3.3039385382096818,0.40103888511657715,
6.png,0.0001,0,6,0.11053466796875,21.436530794650402,3.1325501261938116,0.1977694034576416,
7.png,0.0001,0,6,0.11053466796875,17.396170805048474,6.875093021854569,0.5702314972877502,
8.png,0.0001,0,6,0.11053466796875,11.785913524980995,5.435881113026963,0.6641761064529419,
9.png,0.0001,0,6,0.11053466796875,18.198755943413342,7.633654660545117,0.4173390567302704,
10.png,0.0001,0,6,0.11053466796875,20.28719564613872,7.137013164275656,0.3987249732017517,
11.png,0.0001,0,6,0.11053466796875,17.694252377118598,3.118012595424276,0.36982691287994385,
12.png,0.0001,0,6,0.11053466796875,25.745409302287243,3.902905403178852,0.13784950971603394,
13.png,0.0001,0,6,0.11053466796875,17.9699826185773,2.531182107398207,0.2956109941005707,
14.png,0.0001,0,6,0.11053466796875,19.62170213894696,2.9738786604228924,0.24535883963108063,
15.png,0.0001,0,6,0.11053466796875,20.916622931182616,4.335841110891714,0.32051411271095276,
16.png,0.0001,0,6,0.11053466796875,23.27568983879565,4.284072437460325,0.2156522572040558,
17.png,0.0001,0,6,0.11053466796875,17.786285117387642,3.051314310059878,0.4811980128288269,
18.png,0.0001,0,6,0.11053466796875,19.088790344862762,3.953336204337772,0.38061487674713135,
19.png,0.0001,0,6,0.11053466796875,14.78255014528818,5.357855962884585,0.522260308265686,
20.png,0.0001,0,6,0.11053466796875,20.995466527387386,5.101627628517262,0.20332586765289307,
21.png,0.0001,0,6,0.11053466796875,20.06875684606989,3.1154423584467223,0.2749120891094208,
22.png,0.0001,0,6,0.11053466796875,21.740250294514123,3.033941918174613,0.29874223470687866,
23.png,0.0001,0,6,0.11053466796875,21.85433069460466,5.010076439863637,0.20980341732501984,
24.png,0.0001,0,6,0.11053466796875,19.369642710267815,3.006466821670714,0.36492684483528137,
1.png,0.0001,1,6,0.11053466796875,17.800813515902448,5.268541198499174,0.40784120559692383,
2.png,0.0001,1,6,0.11053466796875,22.93968804781023,3.676881246546885,0.3288514316082001,
3.png,0.0001,1,6,0.11053466796875,21.72773788543187,6.403969738175152,0.2626183032989502,
4.png,0.0001,1,6,0.11053466796875,18.152269671415656,4.558392581102297,0.5355767011642456,
5.png,0.0001,1,6,0.11053466796875,15.543036136612372,3.3039385382096818,0.40103888511657715,
6.png,0.0001,1,6,0.11053466796875,21.436530794650402,3.1325501261938116,0.1977694034576416,
7.png,0.0001,1,6,0.11053466796875,17.396170805048474,6.875093021854569,0.5702314972877502,
8.png,0.0001,1,6,0.11053466796875,11.785913524980995,5.435881113026963,0.6641761064529419,
9.png,0.0001,1,6,0.11053466796875,18.198755943413342,7.633654660545117,0.4173390567302704,
10.png,0.0001,1,6,0.11053466796875,20.28719564613872,7.137013164275656,0.3987249732017517,
11.png,0.0001,1,6,0.11053466796875,17.694252377118598,3.118012595424276,0.36982691287994385,
12.png,0.0001,1,6,0.11053466796875,25.745409302287243,3.902905403178852,0.13784950971603394,
13.png,0.0001,1,6,0.11053466796875,17.9699826185773,2.531182107398207,0.2956109941005707,
14.png,0.0001,1,6,0.11053466796875,19.62170213894696,2.9738786604228924,0.24535883963108063,
15.png,0.0001,1,6,0.11053466796875,20.916622931182616,4.335841110891714,0.32051411271095276,
16.png,0.0001,1,6,0.11053466796875,23.27568983879565,4.284072437460325,0.2156522572040558,
17.png,0.0001,1,6,0.11053466796875,17.786285117387642,3.051314310059878,0.4811980128288269,
18.png,0.0001,1,6,0.11053466796875,19.088790344862762,3.953336204337772,0.38061487674713135,
19.png,0.0001,1,6,0.11053466796875,14.78255014528818,5.357855962884585,0.522260308265686,
20.png,0.0001,1,6,0.11053466796875,20.995466527387386,5.101627628517262,0.20332586765289307,
21.png,0.0001,1,6,0.11053466796875,20.06875684606989,3.1154423584467223,0.2749120891094208,
22.png,0.0001,1,6,0.11053466796875,21.740250294514123,3.033941918174613,0.29874223470687866,
23.png,0.0001,1,6,0.11053466796875,21.85433069460466,5.010076439863637,0.20980341732501984,
24.png,0.0001,1,6,0.11053466796875,19.369642710267815,3.006466821670714,0.36492684483528137,
1.png,0.0001,2,6,0.11053466796875,17.800813515902448,5.268541198499174,0.40784120559692383,
2.png,0.0001,2,6,0.11053466796875,22.93968804781023,3.676881246546885,0.3288514316082001,
3.png,0.0001,2,6,0.11053466796875,21.72773788543187,6.403969738175152,0.2626183032989502,
4.png,0.0001,2,6,0.11053466796875,18.152269671415656,4.558392581102297,0.5355767011642456,
5.png,0.0001,2,6,0.11053466796875,15.543036136612372,3.3039385382096818,0.40103888511657715,
6.png,0.0001,2,6,0.11053466796875,21.436530794650402,3.1325501261938116,0.1977694034576416,
7.png,0.0001,2,6,0.11053466796875,17.396170805048474,6.875093021854569,0.5702314972877502,
8.png,0.0001,2,6,0.11053466796875,11.785913524980995,5.435881113026963,0.6641761064529419,
9.png,0.0001,2,6,0.11053466796875,18.198755943413342,7.633654660545117,0.4173390567302704,
10.png,0.0001,2,6,0.11053466796875,20.28719564613872,7.137013164275656,0.3987249732017517,
11.png,0.0001,2,6,0.11053466796875,17.694252377118598,3.118012595424276,0.36982691287994385,
12.png,0.0001,2,6,0.11053466796875,25.745409302287243,3.902905403178852,0.13784950971603394,
13.png,0.0001,2,6,0.11053466796875,17.9699826185773,2.531182107398207,0.2956109941005707,
14.png,0.0001,2,6,0.11053466796875,19.62170213894696,2.9738786604228924,0.24535883963108063,
15.png,0.0001,2,6,0.11053466796875,20.916622931182616,4.335841110891714,0.32051411271095276,
16.png,0.0001,2,6,0.11053466796875,23.27568983879565,4.284072437460325,0.2156522572040558,
17.png,0.0001,2,6,0.11053466796875,17.786285117387642,3.051314310059878,0.4811980128288269,
18.png,0.0001,2,6,0.11053466796875,19.088790344862762,3.953336204337772,0.38061487674713135,
19.png,0.0001,2,6,0.11053466796875,14.78255014528818,5.357855962884585,0.522260308265686,
20.png,0.0001,2,6,0.11053466796875,20.995466527387386,5.101627628517262,0.20332586765289307,
21.png,0.0001,2,6,0.11053466796875,20.06875684606989,3.1154423584467223,0.2749120891094208,
22.png,0.0001,2,6,0.11053466796875,21.740250294514123,3.033941918174613,0.29874223470687866,
23.png,0.0001,2,6,0.11053466796875,21.85433069460466,5.010076439863637,0.20980341732501984,
24.png,0.0001,2,6,0.11053466796875,19.369642710267815,3.006466821670714,0.36492684483528137,
1.png,0.0001,3,6,0.11053466796875,17.800813515902448,5.268541198499174,0.40784120559692383,
2.png,0.0001,3,6,0.11053466796875,22.93968804781023,3.676881246546885,0.3288514316082001,
3.png,0.0001,3,6,0.11053466796875,21.72773788543187,6.403969738175152,0.2626183032989502,
4.png,0.0001,3,6,0.11053466796875,18.152269671415656,4.558392581102297,0.5355767011642456,
5.png,0.0001,3,6,0.11053466796875,15.543036136612372,3.3039385382096818,0.40103888511657715,
6.png,0.0001,3,6,0.11053466796875,21.436530794650402,3.1325501261938116,0.1977694034576416,
7.png,0.0001,3,6,0.11053466796875,17.396170805048474,6.875093021854569,0.5702314972877502,
8.png,0.0001,3,6,0.11053466796875,11.785913524980995,5.435881113026963,0.6641761064529419,
9.png,0.0001,3,6,0.11053466796875,18.198755943413342,7.633654660545117,0.4173390567302704,
10.png,0.0001,3,6,0.11053466796875,20.28719564613872,7.137013164275656,0.3987249732017517,
11.png,0.0001,3,6,0.11053466796875,17.694252377118598,3.118012595424276,0.36982691287994385,
12.png,0.0001,3,6,0.11053466796875,25.745409302287243,3.902905403178852,0.13784950971603394,
